submitted_on,community_type,latitude,longitude,traditional_authority,district,familiar_sanitation_types,latrines_in_community,sanitation_system_home,photo_sanitation_facility,sanitation_location_to_home,purchase_installation_process,latrine_installed,system_duration_magnitude,system_duration_unit,latrine_builder,facility_in_use,is_pit_lined,pit_lining_material,other_waste_disposed,other_waste_specified,biogas_generation,toilet_build_cost,cost_affordability,reasonable_cost_magnitude,reasonable_cost_unit,install_duration_magnitude,install_duration_unit,latrine_usage_process,safe_for_vulnerable,adapted_for_disabled,men_use_for_urination,liked_features,liked_features_other,sit_or_squat,currently_do,used_at_night,has_light,bring_own_light,bring_own_light_comments,odor_control,has_vent_pipe,prefer_less_odor,satisfaction_with_latrine,issues_with_animals,animal_issues_other,ideal_latrine_description,latrine_within_30m_water,latrine_distance_to_water,water_source,flush_with_water,latrine_description,soil_description,soil_description_other,latrine_user_count,latrine_built_year,expected_lifespan_magnitude,expected_lifespan_unit,privacy_enclosure_other_uses,above_ground_maintenance,above_ground_maintenance_other,above_ground_cleaning,uses_cleaning_chemicals,maintenance_frequency,maintenance_by,maintenance_by_other,maintenance_cost,cleaning_major_issue,pit_latrine_condition,is_filled_up,is_replacement,previous_filled_count,fill_up_speed,is_abandoned,reason_for_abandonment,is_emptied,why_not_emptied,why_not_emptied_other,emptying_frequency,emptying_method
10/16/2020,Peri Urban,-13.7943091,34.4725946,TA Maganga,Salima,"Pit Latrine without slab/Open pit, Pit Latrine with Slab, Flush/Pour flush toilet",Yes,Individual,https://api.mwater.co/v3/images/619bfec5dd7a43d69ae967100e43dee5,Less than 10 meters,"We hired people to dug the pit then a builder started lining it then using a concrete slab he covered the pit then using bought bricks he developed walls, lastly we used iron sheets to roof the latrine. Cement, wires, iron sheets and timber were all bought, we also bought sand",No,5,Years,NA,Yes,Yes,Bricks,Other,Powder soap,Not Applicable,NA,Somewhat difficult,200000,MK,2,Weeks,"When i enter the latrinem i use it to relief myself, i have tissue papers inside the house which i use for wiping my bottoms, then i wash hands with soap",Very safe,No,Yes,"Other, Concrete Slab",The dor that provide high privacy and it will last long,Squat,Squatting,Yes,No,Yes,Use torch,No,No,Yes,3 (satisfied),No,NA,I would like a water based latrine with a seat and own septic tank,Yes,25,Piped into yard/plot,No,"This latrine is 6 metres deep, lined with bricks and cement morter, then covered with a concrete slab, it has brick walls that were plastered with cement morter then roofed with iron sheets",Dry,NA,1 to 5 people,9/27/2019,5,Years,No,Door maintenance,NA,Mopping,Soap and water,Daily,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,Yes,1,1-2 years,Abandoned,It has filled up,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Peri Urban,-13.7786551,34.437033,Salima Town,Salima,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/b5cd0526431b4329957c2df43d58f839,Less than 10 meters,Dug a pit and this costed 3000 kwacha. On the pit they but burnt bricks to close the pit and this costed 3000 kwacha. Used mud bricks to build the walls and it costed 2000 kwacha. And a thatched roof was installed and it costed 1000 kwacha,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Easy,12000,MK,1,Weeks,Buy a notebook  and leave it in the house. Take a paper from the notebook when going to the toilet to use for cleansing. Tell a child to pour water for them to wash hands after getting out of the toilet,Very safe,No,No,Other,Gives privacy and it does not smell badly,Squat,Squatting,Yes,No,Yes,Torch or matches,No,No,Yes,1 (not satisfied),Yes,NA,"The pit should be lined, should have a slab. Have iron sheets and walls should be plastered",No,NA,Borehole or tubewell,No,"Pit latrine without a slab, has thatched roof. Built using mud bricks",Sandy,NA,1 to 5 people,6/8/2017,7,Years,No,Floor maintenance,NA,Smearing,None,Monthly,Owner of the house,NA,No cost,Yes,Structurally stable,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/16/2020,Peri Urban,-13.7783982,34.4355618,Salima Town,Salima,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Pit Latrine with Slab, Composting Toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/1b2b75c220dd43fb8da66f697d2e8d73,15 meters and  above,"Bought plastic papers logs Bamboos 
Burnt bricks 
The latrine was lined with bricks put logs and smeared the floor
Erected wall with burnt bricks 
Thatched roof",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Difficult,10000,MK,2,Weeks,"Use water for wiping 
And theres a handwashing facility in the latrine",Reasonably safe,No,Yes,Other,Plastic papers Bamboos and logs and a door,Seat,Sitting,Yes,No,NA,We use lit grass,No,No,Yes,3 (satisfied),Yes,NA,"It should have iron sheets since theres the rainy season coming
Have burnt bricks to erect a wall
Should use concrete lining
",Yes,50,Borehole or tubewell,No,"Uses plastic papers logs Bamboos 
Burnt bricks 
The latrine was lined with bricks put logs and smeared the floor
Erected wall with burnt bricks 
Thatched roof",Dry,NA,6 to 10 people,10/16/2020,1,Months,No,Roof maintenance,NA,Smearing,Water only,Monthly,Owner of the house,NA,No cost,Yes,Structurally stable,No,Yes,20,2-3 years,Abandoned,Replaced by new sanitation facility,No,Other,Doesnt see the need to,NA,NA
10/16/2020,Peri Urban,-13.7774746,34.4372569,Salima Town,Salima,"Pit Latrine without slab/Open pit, Pit Latrine with Slab, Flush/Pour flush toilet",No,NA,https://api.mwater.co/v3/images/fe48481bd3ba47fb860193d99ab658e5,Less than 10 meters,Dug a pit 3m deep. Then the pit was lined using cement and bricks. Put metal bars and cement to form a slab then built the walls using bricks. Then put iron sheets on the roof,NA,NA,NA,NA,Yes,Yes,Bricks,"Oil and other liquids, Other","Chlorine, water from the bathroom goes into thr toilet because there is a pipe which drains water from the bathroom into the toilet",No,NA,Difficult,40000,MK,3,Weeks,Go to the toilet. There is tissue in the toilet which is used for wiping. Sometimes they wash hands with tissue or soap after using the toilet. Use water from bucket to wash hands,Very safe,No,Yes,Other,Has no problem and is structurally stable,Squat,Squatting,Yes,No,Yes,Phone flashlight or torch,No,No,Yes,1 (not satisfied),Yes,NA,Flash toilet,Yes,50,Borehole or tubewell,No,It it a pit latrine with a slab. Has iron sheets. Connected to the bathroom,Sandy,NA,6 to 10 people,11/8/2019,3,Years,No,Other,Nothing,"Sweeping, Mopping",Soap and water,Daily,Owner of the house,NA,No cost,No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/16/2020,Peri Urban,-13.7786326,34.4357016,Salima Town,Salima,"Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/e4c4d4486e5b40108512b045dfc2bb7a,15 meters and  above,"Bought cement burnt bricks 
Laid bricks and plastered it 
Erected the wall 
Iron sheet roof",NA,NA,NA,NA,Yes,Yes,Bricks,Other,Baby pampers,No,NA,Somewhat difficult,10000,MK,1,Weeks,"When we go to the toilet we use carton papers
Use a bucket that is placed outside to the latrine to wash hands",Unsafe,No,Yes,Other,Have it Plastered,Squat,Squatting,Yes,No,No,We just grope in the dark when using the latrine,Yes,No,Yes,3 (satisfied),Yes,NA,"Slab
Iron sheet roof
Plastered with cement
Less odor",Yes,30,Borehole or tubewell,No,"Built using burnt bricks 
plastered floor
Erected the wall
Iron sheet roof",Dry,NA,More than 20,1/1/2018,2,Years,No,Other,No maintenance,Sweeping,None,Weekly,Owner of the house,NA,No cost,No,Structurally stable,Yes,Yes,3,6 months - 1 year,Abandoned,Replaced by new sanitation facility,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Peri Urban,-13.7788189,34.4376375,Salima Town,Salima,Pit Latrine with Slab,No,NA,https://api.mwater.co/v3/images/1d2c13cebb6144e6964dab689d8139df,Less than 10 meters,Dug a pit. Lined the pit with bricks. They made a slab. Built the structure with burnt bricks and put iron sheets on the roof,NA,NA,NA,NA,Yes,Yes,Bricks,Ashes,NA,No,NA,Easy,15000,MK,1,Weeks,There is water and soap used for cleansing after using the toilet. Wash hands after using the toilet with soap,Very safe,No,Yes,Other,Offers privacy and dont have to beg for a toilet elsewhere,Squat,Squatting,Yes,No,Yes,Torch,No,No,Yes,3 (satisfied),No,NA,Flash toilet and should have a tap inside,Yes,2,Piped into yard/plot,No,Latrine connected to bathroom. Water from bathroom enters into the toilet through a pipe which was installed to prevent odor,Sandy,NA,6 to 10 people,1/1/2017,2,Years,No,Other,Nothing,Sweeping,Soap and water,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,6,2-3 years,Abandoned,It has filled up,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/16/2020,Peri Urban,-13.7784757,34.4353817,Salima Town,Salima,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/aa287b8b92584d00a1af68564e53dca7,15 meters and  above,"Bought burnt bricks and Plastered the floor
Iron sheets but are no longer there",NA,NA,NA,NA,Yes,Yes,Bricks,Ashes,NA,No,NA,Difficult,20000,MK,1,Weeks,"They use toilet tissue and when done
use a bucket for washing hands",Reasonably safe,No,Yes,"Concrete Slab, Iron Sheets Roof",NA,Squat,Squatting,Yes,No,NA,Flashlight,No,No,Yes,3 (satisfied),Yes,NA,"Using burnt bricks Plastered floor and
Iron sheets",No,NA,Borehole or tubewell,No,"Built using burnt bricks and Plastered the floor
Iron sheets but are no longer there",Dry,NA,1 to 5 people,1/1/2016,2,Months,No,Floor maintenance,NA,"Sweeping, Mopping",Water only,Weekly,Owner of the house,NA,No cost,No,Structurally stable,Yes,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/16/2020,Peri Urban,-13.7947944,34.4720135,TA Maganga,Salima,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Pit Latrine with Slab, Composting Toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/6a2f17c5e6dc4d598c9e3c011ca92b41,Between 10 meters to 15 meters,"Bought bricks plastic papers and grass
Dug a hole placed logs and plastered the floor then erected the wall",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Difficult,60000,MK,1,Weeks,"Use papers for wipers
Uses a bucket with water outside the latrine for washing hands",Unsafe,No,Yes,"Other, Handwashing Point, Iron Sheets Roof",Floor and plaster,Seat,Sitting,Yes,No,NA,Matches and a flashlight,No,No,Yes,3 (satisfied),Yes,NA,Flush toilet,No,NA,Protected dug well,No,"Built using bricks plastic papers and grass
Dug a hole placed logs and plastered the floor then erected the wall",Dry,NA,6 to 10 people,11/1/2019,1,Years,No,Floor maintenance,NA,Smearing,Water only,Weekly,Owner of the house,NA,"Less than MK 1,000",Yes,Structurally stable,Yes,Yes,1,2-3 years,Abandoned,Replaced by new sanitation facility,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/19/2020,Rural,-13.6643693,33.8489172,TA Msakambewa,Dowa,Pit Latrine without slab/Open pit,No,NA,https://api.mwater.co/v3/images/57bddece5dcf450784399a70a298cbcc,Less than 10 meters,Was not around when latrine was built,NA,NA,NA,NA,Yes,No,NA,Other,Hair after shaving,No,NA,Difficult,10000,MK,1,Weeks,"Only use latrine once a day.  Normally at sun rise. There are no papers for wiping so they use tender leaves from a near by bush. Afterwards, they wash hands from a pail",Very safe,No,Yes,None,NA,Seat,Squatting,No,NA,NA,NA,No,No,no,3 (satisfied),No,NA,Concrete Slab and roof,No,NA,"Borehole or tubewell, Protected dug well",No,Has only ever used latrines made of mud with no roofing. Had never experienced any other type,Dry,NA,1 to 5 people,2/21/2012,10,Years,No,"Floor maintenance, Roof maintenance",NA,"Sweeping, Smearing",None,Weekly,"Owner of the house, Other",Neighbor who shares the toilet,"MK 1,000 - 5,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Not Applicable,NA,NA,NA
10/22/2020,Peri Urban,-13.5265192,33.7390802,Mponela Urban,Dowa,"Flush/Pour flush toilet, Pit Latrine with Slab, Ventilated Improved pit (VIP) Latrine",No,NA,https://api.mwater.co/v3/images/8c3223a40555455abb10b9b8dbfdb499,Less than 10 meters,They found the latrine,NA,NA,NA,NA,Yes,No,NA,"Ashes, Oil and other liquids",NA,No,NA,Difficult,50000,MK,1,Weeks,"I go to the toilet first before checking whether there is water to wash hands, then we use maize cobs to wipe, sometimes we just use stones to wipe then we come out to look for water to wash hands",Very safe,No,Yes,"Handwashing Point, Iron Sheets Roof, Toilet Seat",NA,Seat,Squatting,Yes,No,Yes,Torch,Yes,No,Yes,1 (not satisfied),Yes,NA,"Pour flush toilet, with a seat and lights. Water close by to wash hands",Yes,25,Unprotected spring,No,"Pit latrine without a slab, with no roof and no door.",Dry,NA,1 to 5 people,1/1/2004,7,Years,No,Other,No maintenance at all,"Mopping, Sweeping",Water only,Daily,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,Not Applicable,NA,NA,NA,NA
10/22/2020,Rural,-15.8981518,35.2137177,TA Chimaliro,Thyolo,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/9b6034ea6c144eaf885d5e431cd1cc53,Less than 10 meters,Dug a 3m pit. Put metal logs on the pit. Then smeared the floor. Used burnt bricks to build the walls. Used thatch grass to make the roof,NA,NA,NA,NA,Yes,No,NA,Other,Nothing,No,NA,Difficult,35000,MK,2,Weeks,Use water for cleansing after using to toipeet because they cant afford to buy tissue. Tell someone to pour water for them to wash hands after using the toilet,Very safe,No,No,None,NA,Squat,Squatting,Yes,No,Yes,Torch or matches,No,No,Yes,1 (not satisfied),Yes,NA,"Should be lined pit latrine, have san plat, door, iron sheets and hand washing facility",No,NA,Borehole or tubewell,No,Pit latrine without a slab and not lined. Built using burnt bricks.,Sandy,NA,6 to 10 people,10/13/2019,4,Months,No,Floor maintenance,NA,Smearing,Chlorine,Monthly,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,Yes,4,1-2 years,Not Applicable,NA,No,Other,Because it is not lined,NA,NA
10/22/2020,Rural,-15.8971061,35.2144781,TA Chimaliro,Thyolo,"Flush/Pour flush toilet, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/88924b399a8a47d987ba76395c4b784a,Less than 10 meters,Dug a pit 4 m deep. Put metal loads on the pit. Then used mud and bricks to cover the pit. Smeared the floors. Then built the walls with mud bricks,NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Difficult,10000,MK,1,Weeks,Sometimes they use papers from old note books and sometimes maize cobs are put in the toilet for cleansing. Sometimes they tell someone to pour water for them to wash hands,Very safe,No,No,Other,Easy to access toilet since its close,Squat,Squatting,Yes,No,Yes,Torch,Yes,No,Yes,1 (not satisfied),No,NA,"Should be lined, have a san plat., have a lid",No,NA,Borehole or tubewell,No,"No roof, pit latrine without a slab, smeared floors. Pit not lined",Dry,NA,1 to 5 people,6/1/2019,4,Months,No,Floor maintenance,NA,Sweeping,None,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,3,6 months - 1 year,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/22/2020,Peri Urban,-16.0689688,35.138576,Thyolo Boma,Thyolo,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Pit Latrine with Slab, Pit Latrine without slab/Open pit",NA,NA,https://api.mwater.co/v3/images/f18bdfe266374ccb9910720af6da8204,Between 10 meters to 15 meters,"Logs are used naturally found 
Bricks are burnt on site 
Latrine was lined with bricks 
Mud and bricks were used to erect the wall
Thatched roof",NA,NA,NA,NA,Yes,No,NA,Other,Nothing,No,NA,Somewhat difficult,4000,MK,1,Weeks,"Papers and cartons found anywhere for wiping 
Bucket containing water with soap is used for washing hands",Very safe,No,Yes,"Iron Sheets Roof, Concrete Slab",NA,Squat,Squatting,Yes,No,Yes,Matches,No,No,Yes,2 (rarely satisfied),No,NA,VIP latrine,No,NA,Borehole or tubewell,No,Built using mud burnt bricks and has a thatched roof,Dry,NA,11 to 20 people,1/1/2019,1,Years,No,Other,None,Sweeping,None,Daily,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,4,1-2 years,Abandoned,Replaced by new sanitation facility,No,Other,Its disgusting,NA,NA
10/22/2020,Peri Urban,-16.0683067,35.1380167,Thyolo Boma,Thyolo,Flush/Pour flush toilet,NA,NA,https://api.mwater.co/v3/images/95efafb02cc341a3b2b5756132095044,Between 10 meters to 15 meters,"Logs and mud were used 
burnt bricks on site 
Unfinished roof meant to be thatched",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat difficult,10000,MK,1,Weeks,"Papers and corn remains are used for wiping
A bucket with water is used to wash hands after latrine use 

",Very safe,No,Yes,"Iron Sheets Roof, Other",Proper plastering,Squat,Squatting,Yes,No,Yes,Matches,No,No,Yes,2 (rarely satisfied),No,NA,"Should have slab
Iron sheets
burnt bricks",Yes,60,Borehole or tubewell,No,"Was built using burnt bricks and mud 
Unfinished roof 
Yet to be thatched",Dry,NA,6 to 10 people,1/1/2018,3,Years,No,Floor maintenance,NA,Sweeping,None,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,3,2-3 years,Abandoned,Replaced by new sanitation facility,No,Other,Not interested,NA,NA
10/22/2020,Peri Urban,-15.9378353,35.088248,TA Bvumbwe,Thyolo,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Composting Toilet",No,NA,https://api.mwater.co/v3/images/e243af4a550e4d849dfb4c6d0faf7deb,Between 10 meters to 15 meters,"Metal rods cement quarry sand 
Not lined
Floor plastered with cement
Wall built with mud",NA,NA,NA,NA,Yes,No,NA,Oil and other liquids,NA,No,NA,Difficult,100000,MK,1,Weeks,"They use newspapers for wiping 
Theres a tap-bucket for washing hands after latrine use",Very safe,No,Yes,"Concrete Slab, Other",Plastered,Squat,Squatting,Yes,No,Yes,Flashlight,Yes,No,no,2 (rarely satisfied),Yes,NA,"Should have a slab
Separated urinal
Brick wall
Iron sheet roofing",No,NA,Borehole or tubewell,No,"Cement plastered floor 
Iron sheet roof
Burnt bricks for the wall",Dry,NA,6 to 10 people,1/1/2018,5,Years,No,Roof maintenance,NA,Sweeping,None,Daily,Owner of the house,NA,No cost,No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/22/2020,Peri Urban,-15.9380321,35.0877731,TA Bvumbwe,Thyolo,Flush/Pour flush toilet,NA,NA,https://api.mwater.co/v3/images/16cd1ce760a945c7872123c3d3704f4d,Between 10 meters to 15 meters,"Bought metal rods pipes
Plastered cement floor
Combined the latrine with the bathroom wall to wall 
It has iron sheet roof",NA,NA,NA,NA,Yes,No,NA,Other,Nothing,NA,NA,Difficult,20000,MK,1,Weeks,"They use papers for wiping which are thrown in the drop hole
There is a Bucket outside the latrine for washing hands",Very safe,No,Yes,"Other, Concrete Slab","Door with a lock, lined",Squat,Squatting,Yes,No,Yes,Candles,No,No,Yes,1 (not satisfied),Other,Cockroaches,A VIP latrine,No,NA,Borehole or tubewell,No,"Cement plastered floor
Not lined
Burnt bricks for the wall used mud
Iron sheets for the roof
",Dry,NA,6 to 10 people,1/1/2006,2,Years,NA,Wall maintenance,NA,Mopping,Water only,Daily,Owner of the house,NA,"MK 5,000 - 10,000",No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of money to pay service provider,NA,NA,NA
10/22/2020,Peri Urban,-15.9376344,35.0877597,TA Bvumbwe,Thyolo,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Composting Toilet",No,NA,https://api.mwater.co/v3/images/d99c9878c0cd40529bccbe800c931a7f,Between 10 meters to 15 meters,"Bought cement metal rods quarry, wood ,
Made a concrete floor 
Used mud to build the wall with burnt bricks
",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Difficult,180000,MK,3,Weeks,"They use any Papers available for wiping 
Bucket is outside the latrine for handwashing",Reasonably safe,No,Yes,"Concrete Slab, Other",Quarry and metal rods burnt bricks cement,Squat,Squatting,Yes,No,Yes,NA,No,No,Yes,3 (satisfied),Yes,NA,Would desire a VIP latrine,No,NA,Borehole or tubewell,No,"Has a cement floor
Was built using burnt bricks
Has an iron sheet roof",Dry,NA,6 to 10 people,1/1/2010,1,Years,No,"Roof maintenance, Wall maintenance, Floor maintenance",NA,"Sweeping, Smearing",Water only,Daily,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,2,Less than 6 months,Abandoned,Replaced by new sanitation facility,No,Lack of money to pay service provider,NA,NA,NA
10/22/2020,Rural,-15.8983793,35.213105,TA Chimaliro,Thyolo,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/a73cd56e888746ceb40fea99a35ba133,Between 10 meters to 15 meters,"Bought logs used moulded bricks and mud
Bought metal rods for plastering the floor
Used moulded bricks to build a wall
",NA,NA,NA,NA,Yes,No,NA,Ashes,NA,No,NA,Somewhat difficult,2000,MK,1,Weeks,"We dont use anything to wipe ourselves
Water is put in a bucket for washing hands",Very safe,No,Yes,"Iron Sheets Roof, Other, Handwashing Point",Toilet tissues,Squat,Squatting,Yes,No,Yes,Flashlight,No,No,Yes,3 (satisfied),Yes,NA,A flush toilet,No,NA,Protected dug well,No,"Built using moulded bricks and mud

",Dry,NA,6 to 10 people,9/1/2020,2,Years,No,Floor maintenance,NA,"Smearing, Sweeping",Water only,Monthly,Owner of the house,NA,No cost,Yes,Structurally stable,No,Yes,3,2-3 years,Abandoned,Replaced by new sanitation facility,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/22/2020,Rural,-15.8972417,35.2138481,TA Chimaliro,Thyolo,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Pit Latrine with Slab, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/ee959711e41c4b2c9dd9a0c3cbd34f78,Between 10 meters to 15 meters,"Used stones and moulded bricks for the floor
Logs and mud 
No roof
",NA,NA,NA,NA,Yes,No,NA,Other,None,No,NA,Somewhat difficult,15000,MK,1,Weeks,"Papers are used for wiping
Bucket of water for washing hands",Very safe,No,Yes,"Other, Iron Sheets Roof, Concrete Slab",Burnt bricks,Seat,Squatting,Yes,No,Yes,Flashlight,Yes,No,Yes,1 (not satisfied),Other,Cockroaches,"Solid wall 
Big enough
Slab
Iron sheet roof",No,NA,Borehole or tubewell,No,"Moulded bricks and mud
No roof 
Not lined",Dry,NA,6 to 10 people,10/1/2019,4,Months,No,"Wall maintenance, Floor maintenance",NA,Sweeping,None,Weekly,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,4,Less than 6 months,Abandoned,Replaced by new sanitation facility,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/22/2020,Rural,-15.8978273,35.213538,TA Chimaliro,Thyolo,"Flush/Pour flush toilet, Ventilated Improved pit (VIP) Latrine, Pit Latrine with Slab, Composting Toilet, Pit Latrine without slab/Open pit",No,NA,https://api.mwater.co/v3/images/b355dcf12f114e099f6fff1f18dce095,Less than 10 meters,"Everything was found from the sorrounding
Burnt bricks and logs were used
Nothing was bought",NA,NA,NA,NA,Yes,No,NA,Rubbish / plastic bags,NA,No,NA,Somewhat difficult,2000,MK,1,Weeks,"They use papers for wiping 
Bucket with water and ask for somebodys help",Very safe,No,Yes,"Other, Iron Sheets Roof",Burnt bricks,Squat,Squatting,Yes,No,NA,Lit grass or flashlight,No,No,Yes,3 (satisfied),Other,Cockroaches,"Should be a Combined toilet with bathroom
Use Burnt bricks
Have iron sheets",No,NA,Borehole or tubewell,No,"Built using burnt bricks 
Not lined
Has no roof
Incomplete wall",Dry,NA,11 to 20 people,1/1/2018,1,Years,No,"Wall maintenance, Roof maintenance",NA,"Sweeping, Smearing",Water only,Monthly,Owner of the house,NA,No cost,No,Structurally stable,No,No,NA,NA,Not Applicable,NA,No,Lack of technical knowledge to empty latrine,NA,NA,NA
10/22/2020,Peri Urban,-15.9373793,35.0885506,TA Bvumbwe,Thyolo,"Pit Latrine with Slab, Pit Latrine without slab/Open pit, Flush/Pour flush toilet",Dont know,NA,https://api.mwater.co/v3/images/e5902ea7267247239bfbf91102fe52dd,Less than 10 meters,"When building this latrine  we bought bricks, cement, iron sheets and timber, we hired a build to the latrine and plaster",NA,NA,NA,NA,Yes,No,NA,Other,Papers,No,NA,Somewhat difficult,20000,MK,1,Weeks,"I jst go to the latrine and help myself, i use papers to wipe with, the papers are already in the latrine",Very safe,No,No,"Other, Concrete Slab","Its a strong latrine, rain will not collapse",Squat,Squatting,Yes,No,No,The security light outside shines the latrine,No,No,Yes,3 (satisfied),No,NA,Would want a lined latrined then covered with slab because we do not have water supply here,No,NA,Borehole or tubewell,No,"Our pit latrine was dug 10 metres deep, was not lined, have brick walls that are plastered with cement then the floor is cemented as well, the roof ihas iron sheets",Dry,NA,1 to 5 people,3/14/2018,6,Years,No,Other,Nothing,Mopping,"Chlorine, Soap and water",Daily,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,No,NA,NA,Could be used again,NA,Not Applicable,NA,NA,NA,NA
10/22/2020,Peri Urban,-15.9375015,35.088395,TA Bvumbwe,Thyolo,"Pit Latrine without slab/Open pit, Flush/Pour flush toilet",No,NA,https://api.mwater.co/v3/images/65b1084ad367442f9da901c6eba00be5,Between 10 meters to 15 meters,"I paid a builder to build the ltrine, i bought iron sheets, cement and timbers",NA,NA,NA,NA,Yes,No,NA,Other,Nothing,Not Applicable,NA,Somewhat easy,15000,MK,1,Months,"I take things like papers, or tissue then use the latrine, after that i wash hand with soap",Reasonably safe,No,Yes,Concrete Slab,NA,Squat,Squatting,Yes,No,Yes,We carry matches sticks or torch,No,No,Yes,2 (rarely satisfied),No,NA,"I would want a cement lined latrine with plastered walls, cemented floor and iron sheeted roof to make it useable during rainy season",No,NA,Borehole or tubewell,No,"Our latrine is very deep, covered with a slab and enclosed in a brick walll and thatched with iron sheets",Dry,NA,6 to 10 people,8/13/2015,6,Years,No,Wall maintenance,NA,Sweeping,None,Daily,Owner of the house,NA,No cost,No,Structurally stable,No,Yes,2,1-2 years,Abandoned,Collapsed due to rainfall,Not Applicable,NA,NA,NA,NA
10/22/2020,Peri Urban,-16.0683945,35.1367119,Thyolo Boma,Thyolo,"Pit Latrine without slab/Open pit, Pit Latrine with Slab, Flush/Pour flush toilet",Yes,Individual,https://api.mwater.co/v3/images/2d3e31e23ab84d34a33e97df6de03d1c,Less than 10 meters,"We hired a builder to build the latrine, we bought materials like cement, iron sheets qnd bricks",Yes,9,Years,A hired builder,Yes,No,NA,Other,Nothing else except tissue papers,Not Applicable,"More than MK 50,000",Somewhat easy,100000,MK,2,Months,"When water 8s running, i just go nd us3 it but when we have water problems, i first carry a bucket of water then go into the latrine. I always use tissue ppers for wiping",Very safe,Yes,Yes,Other,Its close to the house so we easily access it,Seat,Squatting,Yes,Yes,NA,NA,No,No,Yes,4 (usually satisfied),No,NA,"The one am using is fine, though additional modification on tissue hunger",Yes,15,"Piped into yard/plot, Borehole or tubewell",Yes,"It has a septic tank, a seat, iron sheet roof and cement floor",Dry,NA,1 to 5 people,4/20/2011,20,Years,No,Other,Nothing,Mopping,"Soap and water, Water only, Chlorine",Daily,Owner of the house,NA,"MK 1,000 - 5,000",No,Structurally stable,No,Yes,1,2-3 years,Abandoned,Collapsed due to rainfall,Not Applicable,NA,NA,NA,NA
